1/6 22:18:02.009  COMBAT_LOG_VERSION,4,ADVANCED_LOG_ENABLED,1
1/7 17:13:28.663  SWING_DAMAGE,Creature-0-3017-1116-3751-74146-0000529671,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74146-0000529671,0000000000000000,5940,5940,0,0,1,0,0,0,1989.24,-520.38,91,154,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE,Creature-0-3017-1116-3751-74146-0000529681,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74146-0000529681,0000000000000000,5940,5940,0,0,1,0,0,0,1987.56,-526.12,91,192,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_MISSED,Creature-0-3017-1116-3751-74146-000052962B,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,PARRY,nil
1/7 17:13:28.663  SWING_DAMAGE,Creature-0-3017-1116-3751-74146-0000D29601,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74146-0000D29601,0000000000000000,5940,5940,0,0,1,0,0,0,1981.01,-513.41,91,187,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE,Creature-0-3017-1116-3751-74146-000E529088,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74146-000E529088,0000000000000000,5940,5940,0,0,1,0,0,0,1974.77,-517.40,91,204,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE,Creature-0-3017-1116-3751-74146-0000529601,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74146-0000529601,0000000000000000,5940,5940,0,0,1,0,0,0,1983.43,-513.58,91,169,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE,Creature-0-3017-1116-3751-74146-000052969D,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74146-000052969D,0000000000000000,5940,5940,0,0,1,0,0,0,1983.98,-515.76,91,152,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE,Creature-0-3017-1116-3751-74146-000ED29087,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74146-000ED29087,0000000000000000,5940,5940,0,0,1,0,0,0,1982.16,-528.90,91,178,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE,Creature-0-3017-1116-3751-74146-000F529087,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74146-000F529087,0000000000000000,5940,5940,0,0,1,0,0,0,1980.66,-528.87,91,166,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE,Creature-0-3017-1116-3751-74146-0000D29681,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74146-0000D29681,0000000000000000,5940,5940,0,0,1,0,0,0,1986.69,-526.91,91,202,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE,Creature-0-3017-1116-3751-74146-0000D29671,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74146-0000D29671,0000000000000000,5940,5940,0,0,1,0,0,0,1989.23,-519.61,91,412,-1,1,0,0,0,1,nil,nil
1/7 17:13:28.663  SWING_DAMAGE_LANDED,Creature-0-3017-1116-3751-74146-0000D2962B,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,0000000000000000,12922,122850,0,0,1,0,0,0,1981.27,-521.25,91,163,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE_LANDED,Creature-0-3017-1116-3751-74146-0000D2969D,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,0000000000000000,12736,122850,0,0,1,0,0,0,1981.27,-521.25,91,186,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE_LANDED,Creature-0-3017-1116-3751-74146-000ED29088,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,0000000000000000,12560,122850,0,0,1,0,0,0,1981.27,-521.25,91,176,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE_LANDED,Creature-0-3017-1116-3751-74146-0009529088,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,0000000000000000,12402,122850,0,0,1,0,0,0,1981.27,-521.25,91,158,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SPELL_AURA_REMOVED,Creature-0-3017-1116-3751-74146-0000D2969D,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,1604,"Dazed",0x1,DEBUFF
1/7 17:13:28.663  SPELL_AURA_APPLIED,Creature-0-3017-1116-3751-74146-0009529088,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,1604,"Dazed",0x1,DEBUFF
1/7 17:13:28.663  SWING_DAMAGE_LANDED,Creature-0-3017-1116-3751-74146-0000529671,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,0000000000000000,12248,122850,0,0,1,0,0,0,1981.27,-521.25,91,154,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE_LANDED,Creature-0-3017-1116-3751-74146-0000529681,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,0000000000000000,12056,122850,0,0,1,0,0,0,1981.27,-521.25,91,192,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SPELL_AURA_REMOVED,Creature-0-3017-1116-3751-74146-0009529088,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,1604,"Dazed",0x1,DEBUFF
1/7 17:13:28.663  SPELL_AURA_APPLIED,Creature-0-3017-1116-3751-74146-0000529681,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,1604,"Dazed",0x1,DEBUFF
1/7 17:13:28.663  SWING_DAMAGE_LANDED,Creature-0-3017-1116-3751-74146-0000D29601,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,0000000000000000,11869,122850,0,0,1,0,0,0,1981.27,-521.25,91,187,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE_LANDED,Creature-0-3017-1116-3751-74146-000E529088,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,0000000000000000,11665,122850,0,0,1,0,0,0,1981.27,-521.25,91,204,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE_LANDED,Creature-0-3017-1116-3751-74146-0000529601,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,0000000000000000,11496,122850,0,0,1,0,0,0,1981.27,-521.25,91,169,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SPELL_AURA_REMOVED,Creature-0-3017-1116-3751-74146-0000529681,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,1604,"Dazed",0x1,DEBUFF
1/7 17:13:28.663  SPELL_AURA_APPLIED,Creature-0-3017-1116-3751-74146-0000529601,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,1604,"Dazed",0x1,DEBUFF
1/7 17:13:28.663  SWING_DAMAGE_LANDED,Creature-0-3017-1116-3751-74146-000052969D,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,0000000000000000,11344,122850,0,0,1,0,0,0,1981.27,-521.25,91,152,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE_LANDED,Creature-0-3017-1116-3751-74146-000ED29087,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,0000000000000000,11166,122850,0,0,1,0,0,0,1981.27,-521.25,91,178,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE_LANDED,Creature-0-3017-1116-3751-74146-000F529087,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,0000000000000000,11000,122850,0,0,1,0,0,0,1981.27,-521.25,91,166,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE_LANDED,Creature-0-3017-1116-3751-74146-0000D29681,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,0000000000000000,10798,122850,0,0,1,0,0,0,1981.27,-521.25,91,202,-1,1,0,0,0,nil,nil,nil
1/7 17:13:28.663  SWING_DAMAGE_LANDED,Creature-0-3017-1116-3751-74146-0000D29671,"Podling Nibbler",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,"Fungal Giant",0xa48,0x0,Creature-0-3017-1116-3751-74224-0000529ADC,0000000000000000,10386,122850,0,0,1,0,0,0,1981.27,-521.25,91,412,-1,1,0,0,0,1,nil,nil
1/7 17:13:43.076  SPELL_CAST_SUCCESS,Creature-0-3017-1116-3751-80018-0001529B98,"Volatile Spore",0xa28,0x0,0000000000000000,nil,0x80000000,0x80000000,161593,"Spore Spawn",0x1,Creature-0-3017-1116-3751-80018-0001529B98,0000000000000000,175,175,0,0,1,0,0,0,2082.05,-243.01,90
1/7 17:13:45.568  SPELL_AURA_APPLIED,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,Creature-0-3017-1116-3751-76604-0000529087,"Unknown",0xa18,0x0,154614,"Secrets of the Mushroom",0x1,BUFF
1/7 17:13:45.571  SPELL_CAST_SUCCESS,Creature-0-3017-1116-3751-80018-0000D29B9A,"Volatile Spore",0xa28,0x0,0000000000000000,nil,0x80000000,0x80000000,161593,"Spore Spawn",0x1,Creature-0-3017-1116-3751-80018-0000D29B9A,0000000000000000,175,175,0,0,1,0,0,0,2018.44,-106.92,90
1/7 17:13:46.643  SPELL_CAST_SUCCESS,Creature-0-3017-1116-3751-80018-0001529B9B,"Volatile Spore",0xa28,0x0,0000000000000000,nil,0x80000000,0x80000000,161593,"Spore Spawn",0x1,Creature-0-3017-1116-3751-80018-0001529B9B,0000000000000000,175,175,0,0,1,0,0,0,1960.24,-123.75,90
1/7 17:13:47.377  SPELL_CAST_SUCCESS,Creature-0-3017-1116-3751-80018-0001529B9C,"Volatile Spore",0xa28,0x0,0000000000000000,nil,0x80000000,0x80000000,161593,"Spore Spawn",0x1,Creature-0-3017-1116-3751-80018-0001529B9C,0000000000000000,175,175,0,0,1,0,0,0,1926.87,-165.01,90
1/7 17:13:48.706  SPELL_CAST_SUCCESS,Creature-0-3017-1116-3751-80018-0000D29B9D,"Volatile Spore",0xa28,0x0,0000000000000000,nil,0x80000000,0x80000000,161593,"Spore Spawn",0x1,Creature-0-3017-1116-3751-80018-0000D29B9D,0000000000000000,175,175,0,0,1,0,0,0,1916.34,-301.73,90
1/7 17:13:50.058  SPELL_AURA_REMOVED,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,Creature-0-3017-1116-3751-76604-0000529087,"Ghostly Premonition",0xa18,0x0,154614,"Secrets of the Mushroom",0x1,BUFF
1/7 17:13:50.401  SPELL_CAST_SUCCESS,Creature-0-3017-1116-3751-80018-0000D29B9F,"Volatile Spore",0xa28,0x0,0000000000000000,nil,0x80000000,0x80000000,161593,"Spore Spawn",0x1,Creature-0-3017-1116-3751-80018-0000D29B9F,0000000000000000,175,175,0,0,1,0,0,0,2069.74,-414.33,90
1/7 17:13:50.401  SPELL_CAST_SUCCESS,Creature-0-3017-1116-3751-80018-0001D29B9F,"Volatile Spore",0xa28,0x0,0000000000000000,nil,0x80000000,0x80000000,161593,"Spore Spawn",0x1,Creature-0-3017-1116-3751-80018-0001D29B9F,0000000000000000,175,175,0,0,1,0,0,0,1975.59,-395.98,90
1/7 17:13:50.401  SPELL_CAST_SUCCESS,Creature-0-3017-1116-3751-80018-0002529B9F,"Volatile Spore",0xa28,0x0,0000000000000000,nil,0x80000000,0x80000000,161593,"Spore Spawn",0x1,Creature-0-3017-1116-3751-80018-0002529B9F,0000000000000000,175,175,0,0,1,0,0,0,1958.85,-415.31,90
1/7 17:13:51.510  SPELL_CAST_SUCCESS,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,204197,"Purge the Wicked",0x4,Player-47-0781E030,0000000000000000,44247,44247,0,970,0,51000,51000,1020,2024.50,-255.55,413
1/7 17:13:51.510  SPELL_DAMAGE,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,204197,"Purge the Wicked",0x4,Creature-0-3017-1116-3751-72537-0000529086,0000000000000000,105500,106470,0,0,0,21620,21620,0,2019.58,-255.51,91,970,-1,4,0,0,0,nil,nil,nil
1/7 17:13:51.510  SPELL_AURA_APPLIED,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,204213,"Purge the Wicked",0x4,DEBUFF
1/7 17:13:51.510  SPELL_CAST_SUCCESS,Creature-0-3017-1116-3751-80018-0000529BA0,"Volatile Spore",0xa28,0x0,0000000000000000,nil,0x80000000,0x80000000,161593,"Spore Spawn",0x1,Creature-0-3017-1116-3751-80018-0000529BA0,0000000000000000,175,175,0,0,1,0,0,0,1985.62,-415.44,90
1/7 17:13:51.510  SPELL_AURA_APPLIED,Creature-0-3017-1116-3751-73973-0005D29087,"Captured Critter",0xa18,0x0,Creature-0-3017-1116-3751-73973-0005D29087,"Captured Critter",0xa18,0x0,149001,"Entangling Roots Trap",0x8,BUFF
1/7 17:13:51.510  SWING_DAMAGE,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Creature-0-3017-1116-3751-72537-0000529086,0000000000000000,105500,106470,0,0,0,21620,21620,0,2019.58,-255.51,91,947,-1,1,0,0,0,nil,nil,nil
1/7 17:13:51.510  SPELL_AURA_APPLIED,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,45242,"Focused Will",0x2,BUFF
1/7 17:13:51.510  SWING_DAMAGE_LANDED,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Player-47-0781E030,0000000000000000,43300,44247,0,970,0,50284,51000,0,2024.50,-255.55,413,947,-1,1,0,0,0,nil,nil,nil
1/7 17:13:52.466  SPELL_CAST_SUCCESS,Creature-0-3017-1116-3751-80018-0000529BA1,"Volatile Spore",0xa28,0x0,0000000000000000,nil,0x80000000,0x80000000,161593,"Spore Spawn",0x1,Creature-0-3017-1116-3751-80018-0000529BA1,0000000000000000,175,175,0,0,1,0,0,0,1894.91,-263.22,90
1/7 17:13:52.466  SPELL_CAST_SUCCESS,Creature-0-3017-1116-3751-80018-0000D29BA1,"Volatile Spore",0xa28,0x0,0000000000000000,nil,0x80000000,0x80000000,161593,"Spore Spawn",0x1,Creature-0-3017-1116-3751-80018-0000D29BA1,0000000000000000,175,175,0,0,1,0,0,0,2084.84,-226.30,90
1/7 17:13:52.466  SPELL_CAST_START,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,0000000000000000,nil,0x80000000,0x80000000,585,"Smite",0x2
1/7 17:13:52.466  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,145110,"Ysera's Gift",0x8,Player-47-0781E030,0000000000000000,44247,44247,0,970,0,50618,51000,0,2024.50,-255.55,413,157214,156267,0,nil
1/7 17:13:52.466  SPELL_PERIODIC_DAMAGE,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,204213,"Purge the Wicked",0x4,Creature-0-3017-1116-3751-72537-0000529086,0000000000000000,105015,106470,0,0,0,21620,21620,0,2019.58,-255.51,91,485,-1,4,0,0,0,nil,nil,nil
1/7 17:13:52.466  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,253432,"Dreamer",0x8,BUFF
1/7 17:13:52.871  SPELL_CAST_SUCCESS,Creature-0-3017-1116-3751-80018-0000529BA2,"Volatile Spore",0xa28,0x0,0000000000000000,nil,0x80000000,0x80000000,161593,"Spore Spawn",0x1,Creature-0-3017-1116-3751-80018-0000529BA2,0000000000000000,175,175,0,0,1,0,0,0,2030.72,-376.58,90
1/7 17:13:52.871  SPELL_CAST_SUCCESS,Creature-0-3017-1116-3751-80018-0000D29BA2,"Volatile Spore",0xa28,0x0,0000000000000000,nil,0x80000000,0x80000000,161593,"Spore Spawn",0x1,Creature-0-3017-1116-3751-80018-0000D29BA2,0000000000000000,175,175,0,0,1,0,0,0,2070.46,-225.02,90
1/7 17:13:53.238  SWING_DAMAGE,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Creature-0-3017-1116-3751-72537-0000529086,0000000000000000,105015,106470,0,0,0,21620,21620,0,2019.58,-255.51,91,778,-1,1,0,0,0,nil,nil,nil
1/7 17:13:53.238  SPELL_AURA_APPLIED_DOSE,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,45242,"Focused Will",0x2,BUFF,2
1/7 17:13:53.238  SWING_DAMAGE_LANDED,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Player-47-0781E030,0000000000000000,43469,44247,0,970,0,51000,51000,0,2024.50,-255.55,413,778,-1,1,0,0,0,nil,nil,nil
1/7 17:13:53.241  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,0000000000000000,nil,0x80000000,0x80000000,145205,"Efflorescence",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1100000,1100000,47520,2023.61,-253.25,945
1/7 17:13:53.241  SPELL_SUMMON,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Creature-0-3017-1116-3751-47649-0000529BA3,"Efflorescence",0xa28,0x0,145205,"Efflorescence",0x8
1/7 17:13:53.372  SPELL_AURA_APPLIED,Creature-0-3017-1116-3751-47649-0000529BA3,"Efflorescence",0x2111,0x0,Creature-0-3017-1116-3751-47649-0000529BA3,"Efflorescence",0x2111,0x0,81262,"Efflorescence",0x8,BUFF
1/7 17:13:53.372  SPELL_CAST_SUCCESS,Creature-0-3017-1116-3751-47649-0000529BA3,"Efflorescence",0x2111,0x0,0000000000000000,nil,0x80000000,0x80000000,81262,"Efflorescence",0x8,Creature-0-3017-1116-3751-47649-0000529BA3,Player-47-07C2EF5A,5,5,0,65566,1,0,0,0,2021.44,-255.12,945
1/7 17:13:53.372  SPELL_AURA_APPLIED,Creature-0-3017-1116-3751-47649-0000529BA3,"Efflorescence",0x2111,0x0,Creature-0-3017-1116-3751-47649-0000529BA3,"Efflorescence",0x2111,0x0,81262,"Efflorescence",0x8,BUFF
1/7 17:13:53.961  SPELL_CAST_SUCCESS,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,585,"Smite",0x2,Player-47-0781E030,0000000000000000,43469,44247,0,970,0,51000,51000,255,2024.50,-255.55,413
1/7 17:13:53.961  SPELL_CAST_START,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,0000000000000000,nil,0x80000000,0x80000000,585,"Smite",0x2
1/7 17:13:53.961  SPELL_AURA_APPLIED,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,208772,"Smite",0x2,DEBUFF
1/7 17:13:53.961  SPELL_DAMAGE,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,585,"Smite",0x2,Creature-0-3017-1116-3751-72537-0000529086,0000000000000000,102493,106470,0,0,0,21620,21620,0,2019.58,-255.51,91,2522,-1,2,0,0,0,nil,nil,nil
1/7 17:13:53.961  SPELL_CAST_START,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,0000000000000000,nil,0x80000000,0x80000000,154472,"Light of the Crystal",0x2
1/7 17:13:53.961  SPELL_PERIODIC_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,253432,"Dreamer",0x8,Player-47-0781E030,0000000000000000,44247,44247,0,970,0,50775,51000,0,2024.50,-255.55,413,51264,50486,0,1
1/7 17:13:54.124  SPELL_PERIODIC_DAMAGE,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,204213,"Purge the Wicked",0x4,Creature-0-3017-1116-3751-72537-0000529086,0000000000000000,102008,106470,0,0,0,21620,21620,0,2019.58,-255.51,91,485,-1,4,0,0,0,nil,nil,nil
1/7 17:13:54.124  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,143924,"Leech",0x1,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1055455,1100000,0,2023.61,-253.25,945,2668,2668,0,nil
1/7 17:13:54.675  SPELL_CAST_SUCCESS,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,154472,"Light of the Crystal",0x2,Creature-0-3017-1116-3751-72537-0000529086,0000000000000000,102008,106470,0,0,0,21620,21620,0,2019.58,-255.51,91
1/7 17:13:54.675  SPELL_CAST_SUCCESS,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,102351,"Cenarion Ward",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1065957,1100000,20240,2023.61,-253.25,945
1/7 17:13:54.679  SPELL_AURA_APPLIED,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,102351,"Cenarion Ward",0x8,BUFF
1/7 17:13:55.669  SPELL_CAST_SUCCESS,Creature-0-3017-1116-3751-80018-0000D29BA4,"Volatile Spore",0xa28,0x0,0000000000000000,nil,0x80000000,0x80000000,161593,"Spore Spawn",0x1,Creature-0-3017-1116-3751-80018-0000D29BA4,0000000000000000,175,175,0,0,1,0,0,0,1925.79,-306.52,90
1/7 17:13:55.669  SPELL_CAST_SUCCESS,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,585,"Smite",0x2,Player-47-0781E030,0000000000000000,44247,44247,0,970,0,51000,51000,255,2024.50,-255.55,413
1/7 17:13:55.669  SPELL_ABSORBED,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,154472,"Light of the Crystal",0x2,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,208771,"Smite",0x2,861
1/7 17:13:55.669  SPELL_MISSED,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,154472,"Light of the Crystal",0x2,ABSORB,nil,861
1/7 17:13:55.669  SPELL_AURA_REFRESH,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,208772,"Smite",0x2,DEBUFF
1/7 17:13:55.669  SPELL_DAMAGE,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,Creature-0-3017-1116-3751-72537-0000529086,"Leaf-Reader Kurri",0xa48,0x0,585,"Smite",0x2,Creature-0-3017-1116-3751-72537-0000529086,0000000000000000,170892,180999,0,0,0,21620,21620,0,2019.58,-255.51,91,2522,-1,2,0,0,0,nil,nil,nil
1/7 17:13:55.669  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,81269,"Efflorescence",0x8,Player-47-07C2EF5A,0000000000000000,5240460,5240460,9030,65566,0,1047950,1100000,0,2023.61,-253.25,945,112114,112114,0,1
1/7 17:13:55.679  SPELL_HEAL,Player-47-07C2EF5A,"Exgrull-Eitrigg",0x511,0x0,Player-47-0781E030,"Islen-Eitrigg",0x10512,0x0,81269,"Efflorescence",0x8,Player-47-0781E030,0000000000000000,44247,44247,0,970,0,50745,51000,0,2024.50,-255.55,413,69336,69336,0,nil
